REGISTRY_ID,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_FIPS_CODE,FAC_EPA_REGION,FAC_INDIAN_CNTRY_FLG,FAC_FEDERAL_FLG,FAC_US_MEX_BORDER_FLG,FAC_CHESAPEAKE_BAY_FLG,FAC_NAA_FLAG,FAC_LAT,FAC_LONG,FAC_MAP_ICON,FAC_COLLECTION_METHOD,FAC_REFERENCE_POINT,FAC_ACCURACY_METERS,FAC_DERIVED_TRIBES,FAC_DERIVED_HUC,FAC_DERIVED_WBD,FAC_DERIVED_STCTY_FIPS,FAC_DERIVED_ZIP,FAC_DERIVED_CD113,FAC_DERIVED_CB2010,FAC_PERCENT_MINORITY,FAC_POP_DEN,FAC_MAJOR_FLAG,FAC_ACTIVE_FLAG,FAC_MYRTK_UNIVERSE,FAC_INSPECTION_COUNT,FAC_DATE_LAST_INSPECTION,FAC_DAYS_LAST_INSPECTION,FAC_INFORMAL_COUNT,FAC_DATE_LAST_INFORMAL_ACTION,FAC_FORMAL_ACTION_COUNT,FAC_DATE_LAST_FORMAL_ACTION,FAC_TOTAL_PENALTIES,FAC_PENALTY_COUNT,FAC_DATE_LAST_PENALTY,FAC_LAST_PENALTY_AMT,FAC_QTRS_WITH_NC,FAC_PROGRAMS_WITH_SNC,FAC_COMPLIANCE_STATUS,FAC_SNC_FLG,FAC_3YR_COMPLIANCE_HISTORY,AIR_FLAG,NPDES_FLAG,SDWIS_FLAG,RCRA_FLAG,TRI_FLAG,GHG_FLAG,AIR_IDS,CAA_PERMIT_TYPES,CAA_NAICS,CAA_SICS,CAA_EVALUATION_COUNT,CAA_DAYS_LAST_EVALUATION,CAA_INFORMAL_COUNT,CAA_FORMAL_ACTION_COUNT,CAA_DATE_LAST_FORMAL_ACTION,CAA_PENALTIES,CAA_LAST_PENALTY_DATE,CAA_LAST_PENALTY_AMT,CAA_QTRS_WITH_NC,CAA_COMPLIANCE_STATUS,CAA_HPV_FLAG,CAA_3YR_COMPL_QTRS_HISTORY,NPDES_IDS,CWA_PERMIT_TYPES,CWA_COMPLIANCE_TRACKING,CWA_NAICS,CWA_SICS,CWA_INSPECTION_COUNT,CWA_DAYS_LAST_INSPECTION,CWA_INFORMAL_COUNT,CWA_FORMAL_ACTION_COUNT,CWA_DATE_LAST_FORMAL_ACTION,CWA_PENALTIES,CWA_LAST_PENALTY_DATE,CWA_LAST_PENALTY_AMT,CWA_QTRS_WITH_NC,CWA_COMPLIANCE_STATUS,CWA_SNC_FLAG,CWA_13QTRS_COMPL_HISTORY,CWA_13QTRS_EFFLNT_EXCEEDANCES,CWA_3_YR_QNCR_CODES,RCRA_IDS,RCRA_PERMIT_TYPES,RCRA_NAICS,RCRA_INSPECTION_COUNT,RCRA_DAYS_LAST_EVALUATION,RCRA_INFORMAL_COUNT,RCRA_FORMAL_ACTION_COUNT,RCRA_DATE_LAST_FORMAL_ACTION,RCRA_PENALTIES,RCRA_LAST_PENALTY_DATE,RCRA_LAST_PENALTY_AMT,RCRA_QTRS_WITH_NC,RCRA_COMPLIANCE_STATUS,RCRA_SNC_FLAG,RCRA_3YR_COMPL_QTRS_HISTORY,SDWA_IDS,SDWA_SYSTEM_TYPES,SDWA_INFORMAL_COUNT,SDWA_FORMAL_ACTION_COUNT,SDWA_COMPLIANCE_STATUS,SDWA_SNC_FLAG,TRI_IDS,TRI_RELEASES_TRANSFERS,TRI_ON_SITE_RELEASES,TRI_OFF_SITE_TRANSFERS,TRI_REPORTER_IN_PAST,FEC_CASE_IDS,FEC_NUMBER_OF_CASES,FEC_LAST_CASE_DATE,FEC_TOTAL_PENALTIES,GHG_IDS,GHG_CO2_RELEASES,DFR_URL,FAC_SIC_CODES,FAC_NAICS_CODES,FAC_DATE_LAST_INSPECTION_EPA,FAC_DATE_LAST_INSPECTION_STATE,FAC_DATE_LAST_FORMAL_ACT_EPA,FAC_DATE_LAST_FORMAL_ACT_ST,FAC_DATE_LAST_INFORMAL_ACT_EPA,FAC_DATE_LAST_INFORMAL_ACT_ST,FAC_FEDERAL_AGENCY,TRI_REPORTER,FAC_IMP_WATER_FLG,EJSCREEN_FLAG_US
110051159722,CAL FIRE - VALLEY VIEW C.C,,,CA,,GLENN,,,N,,,,,39.602546,-122.4017,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,01/09/2014,2355,1,05/21/2019,1,08/09/2016,0,,,,8,0,Violation Identified,N,VVVV___VVVVU,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA1110800,Non-Transient non-community system,1,1,Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110051159722,,,,01/09/2014,,08/09/2016,,05/21/2019,,,,N
110070414713,CAL FIRE - VENTURA FIRE CAMP,2800 WRIGHT RD,CAMARILLO,CA,93010,VENTURA,6111,9,N,,,,,34.228071,-119.067282,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000396627,Other,56299,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070414713,,56299,,,,,,,,,,N
110065045837,CAL FIRE DELTA CAMP #8,6246 LAMBIE RD,SUISUN CITY,CA,94585,SOLANO,6095,9,N,,N,,Y,38.220173,-121.849369,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,18020109,180201630604,6095,94585,3,60952535001452,58.434,5.85,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000070325,Other,11531 56299,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110065045837,,56299 11531,,,,,,,,,,N
110070479425,CAL FIRE SAN LUIS UNIT,635 N SANTA ROSA ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,6079,9,N,,,,,35.295957,-120.720995,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000375132,Other,811111,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070479425,,811111,,,,,,,,,,N
110070445443,CAL FIRE TRINITY RIVER CONSERATION CAMP,3325 PETTIJOHN RD,LEWISTON,CA,96052,TRINITY,6105,9,N,,,,,40.689589,-122.857405,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000030875,Other,811118,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070445443,,811118,,,,,,,,,,N
110066533246,CAL FIRE VALLECITO CONSERVATION CAMP,3225 SIX MILE RD,ANGELS CAMP,CA,95222,CALAVERAS,6009,9,N,,N,,Y,38.10441,-120.48757,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,30,"Chicken Ranch Rancheria of Me-Wuk Indians of California - 12.2 mile(s), Chicken Ranch Rancheria of Me-Wuk Indians of California - 12.3 mile(s), Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California - 15.5 mile(s), Jackson Band of Miwuk Indians - 22.5 mile(s)",18040010,180400100604,6009,95222,4,60090001223066,17.184,88.28,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000012610 CAL000024589,Other,92216,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110066533246,,92216,,,,,,,,,,N
110051088498,CAL FIRE-DEVIL'S GARDEN CAMP,,,CA,,MODOC,,,N,,,,,41.592919,-120.71837,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,0,09/03/2002,0,,0,,,,1,0,Violation Identified,N,__________VU,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA2510800,Non-Transient non-community system,,,Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110051088498,,,,,,,,09/03/2002,,,,N
110051098192,CAL FIRE-EEL RIVER CONSERVATION CAMP,,,CA,,HUMBOLDT,,,N,,,,,40.706673,-123.925818,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,1,05/10/2017,0,02/10/2012,0,,,,4,0,No Violation Identified,N,VVVV_______U,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA1210800,Community water system,1,,No Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110051098192,,,,,,02/10/2012,,05/10/2017,,,,N
110051098218,CAL FIRE-HIGH ROCK CONSERVATION CAMP,,,CA,,HUMBOLDT,,,N,,,,,40.706673,-123.925818,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,2,12/05/2016,0,03/08/2012,0,,,,11,0,Violation Identified,N,VVVVVVVVVVVU,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA1210801,Community water system,2,,Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110051098218,,,,,,03/08/2012,,12/05/2016,,,,N
110051147521,CAL FIRE-INTERMOUNTAIN CONSERVATION CAMP,,,CA,,LASSEN,,,N,,,,,40.721089,-120.629931,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,1,02/27/2019,2,12/04/2017,0,,,,9,0,Violation Identified,N,__VVVVVVVVVU,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA1810801,Non-Transient non-community system,1,2,Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110051147521,,,,,,12/04/2017,,02/27/2019,,,,N
110049786086,CAL FIRE-TRINITY RIVER CONSERVATION CAMP,,,CA,,TRINITY,,,N,,,,,40.647724,-123.114404,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,1,07/13/2017,1074,0,,0,,0,,,,0,0,No Violation Identified,N,___________U,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA5310800,Non-Transient non-community system,,,No Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110049786086,,,,07/13/2017,,,,,,,,N
110070453589,CAL-FIRE/VALLEY VIEW CONSERVATION CAMP,3337 COUNTY RD 307,ELK CREEK,CA,95939,GLENN,6021,9,N,,,,,39.457721,-122.827133,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000255014,Other,92119,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070453589,,92119,,,,,,,,,,N
110070447733,CALFIRE - GROWLERSBURG,5440 LONGVIEW LN,GEORGETOWN,CA,95634,EL DORADO,6017,9,N,,,,,38.924432,-120.796226,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000115744,Other,92216,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070447733,,92216,,,,,,,,,,N
110070447614,CALFIRE - MT BULLION CC,5730 MOUNT BULLION ACCESS RD,MARIPOSA,CA,95338,MARIPOSA,6043,9,N,,,,,37.470445,-119.870404,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000170854,Other,92216,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070447614,,92216,,,,,,,,,,N
110051136347,CALFIRE-ALDER CONSERVATION CAMP,,,CA,,DEL NORTE,,,N,,,,,41.749903,-123.980998,no_ll.png,County Centroid,,30000,,,,,,,,,,,Y,NNN,0,,,1,11/25/2019,0,07/18/1994,0,,,,2,0,Violation Identified,N,_________VVU,N,N,Y,N,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,CA0810800,Non-Transient non-community system,1,,Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110051136347,,,,,,07/18/1994,,11/25/2019,,,,N
110008276267,CALIF INSTITUTE FOR WOMEN,16756 CHINO CORONA ROAD,CORONA,CA,92880,RIVERSIDE,6065,9,N,,N,,Y,33.946092,-117.640422,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,PLANT ENTRANCE (GENERAL),64378,,18070203,180702030706,6071,91708,35,60710019032001,72.004,1234.59,,Y,NNN,0,12/28/1993,9672,0,12/28/1993,0,10/31/1994,0,,10/31/1994,200,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAD982332819,SQG,,,9671,,,10/31/1994,,10/31/1994,200,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110008276267,,,,12/28/1993,,10/31/1994,,12/28/1993,,,,Y
110013832095,CALIF STATE PRISON - AVENAL,1 KINGS WAY,AVENAL,CA,93204,KINGS,6031,9,N,,N,,Y,35.97497,-120.11579,MULT-IC-MJ-2.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,18030012,180300121801,6031,93204,21,60310017014052,84.422,533.84,Y,Y,NNN,28,05/08/2019,410,9,02/27/2019,15,04/18/2019,13960,15,04/18/2019,2930,9,0,No Violation Identified,N,SSSSSSSSS___,Y,N,N,Y,N,N,CASJV00006031C0195 CASJV00006031C0954,Major Emissions,922140,9223,28,479,9,15,04/18/2019,13960,04/18/2019,2930,9,No Violation Identified,N,SSSSSSSSS___,,,,,,,,,,,,,,,,N,,,,CAD982417099,SQG,92214,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,CASJVA000006031C019500015 CASJVA000006031C019500021 CASJVA000006031C019500030 CASJVA000006031C019500035 CASJVA000006031C019500076 CASJVA000006031C019500113 CASJVA000006031C019500123 CASJVA000006031C019500156 CASJVA000006031C019500157 CASJVA000006031C019500158 CASJVA000006031C019500186 CASJVA000006031C019500187 CASJVA000006031C019500188 CASJVA000006031C019500189 CASJVA000006031C019500190 CASJVA000006031C019500191 CASJVA000006031C019500194 CASJVA000006031C019500218 CASJVA000006031C019500219 CASJVA000006031C019500226 CASJVA000006031C019500248 CASJVA000006031C019500253 CASJVA000006031C095400020 CASJVA000006031C095400025 CASJVA000006031C095400035 CASJVA000006031C095400046 CASJVA000006031C095400047 CASJVA000006031C095400061 CASJVA000006031C095400069 CASJVA3000000000000001189 CASJVA3000000000000001190 CASJVA3000000000000002166 CASJVA3000000000000002873 CASJVA3000000000000002942 CASJVA3000000000000003577 CASJVA3000000000000003634 CASJVA3000000000000005744 CASJVA3000000000000005887 CASJVA3000000000000006080 CASJVA3000000000000006143 CASJVA3000000000000006365 CASJVA3000000000000006422 CASJVA3000000000000006847 CASJVA3000000000000006848 CASJVA3000000000000007084 CASJVA3000000000000007085,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110013832095,9223,922140 92214,,05/08/2019,,04/18/2019,,02/27/2019,,,,Y
110001186939,CALIF STATE PRISON - CORCORAN,4001 KING AVENUE,CORCORAN,CA,93212,KINGS,6031,9,N,,N,,Y,36.06515,-119.55772,MULT-IC-MJ-2.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,"Santa Rosa Indian Community of the Santa Rosa Rancheria, California - 15.6 mile(s)",18030012,180300071403,6031,93212,21,60310016021002,80.985,849.61,Y,Y,NNN,5,05/21/2019,397,7,05/21/2019,16,07/22/2019,70300,16,07/22/2019,15000,5,0,No Violation Identified,N,__SS___SSS__,Y,N,N,Y,N,N,CA00000006031C0956 CASJV00006031C0214,"Major Emissions, Synthetic Minor Emissions",922140 999999,9223,5,2194,7,16,07/22/2019,70300,07/22/2019,15000,5,No Violation Identified,N,__SS___SSS__,,,,,,,,,,,,,,,,N,,,,CAD982496143,SQG,4471 92214,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,CASJVA000006031C021400018 CASJVA000006031C021400026 CASJVA000006031C021400033 CASJVA000006031C021400038 CASJVA000006031C021400043 CASJVA000006031C021400048 CASJVA000006031C021400056 CASJVA000006031C021400061 CASJVA000006031C021400066 CASJVA000006031C021400071 CASJVA3000000000000001113 CASJVA3000000000000001139 CASJVA3000000000000001140 CASJVA3000000000000001194 CASJVA3000000000000002610 CASJVA3000000000000002752 CASJVA3000000000000002880 CASJVA3000000000000003047 CASJVA3000000000000003575 CASJVA3000000000000003618 CASJVA3000000000000003641 CASJVA3000000000000005978 CASJVA3000000000000006115 CASJVA3000000000000006142 CASJVA3000000000000006144 CASJVA3000000000000007051 CASJVA3000000000000007052 CASJVA3000000000000007317 CASJVA3000000000000007318,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110001186939,9223,922140 999999 92214 4471,,05/21/2019,,07/22/2019,,05/21/2019,,,,Y
110055856033,CALIFORINA SUBSTANCE ABUSE TREATMENT FACILITY AND STATE PRISON,900 QUEBEC AVE,CORCORAN,CA,93212,KINGS,6031,9,N,,N,,Y,36.05079,-119.559206,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,"Santa Rosa Indian Community of the Santa Rosa Rancheria, California - 16.3 mile(s)",18030012,180300071403,6031,93212,21,60310016021005,77.917,587.25,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAR000039982,SQG,92214,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110055856033,,92214 922140,,,,,,,,,,Y
110014022477,CALIFORNIA CORRECTIONAL INSTITUTE,24900 STATE ROUTE 202,TEHACHAPI,CA,93581,KERN,6029,9,N,,N,,Y,35.123086,-118.499096,MULT-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,PLANT ENTRANCE (GENERAL),17530,,18030003,180300030201,6029,93561,23,60290060062033,30.042,545.56,,Y,NNN,0,,,0,03/26/2004,1,03/06/2019,0,,,,2,0,No Violation Identified,N,_______VV__U,N,Y,Y,Y,N,N,,,,,,,,,,,,,,,N,,CAU000414,Minor,,,4952,,,,,,,,,0,Not Applicable,N,             ,,,CAD074143736,SQG,92214,,,,,,,,,0,No Violation Identified,N,____________,CA1510800,Community water system,,1,No Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110014022477,4952,92214,,,,03/06/2019,,03/26/2004,,,,N
110070467629,CALIFORNIA DEPARTMENT OF FORESTRY/ LA CIMA FIRE CENTER,15108 SUNRISE HWY,JULIAN,CA,92036,SAN DIEGO,6073,9,N,,,,,32.906635,-116.24364,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000299493,Other,11531,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070467629,,11531,,,,,,,,,,N
110043652320,CALIFORNIA DEPT OF CORRECTIONS AND REHABILITATION CALIFORNIA HEALTH CARE FAC,7707 S AUSTIN RD,STOCKTON,CA,95215,SAN JOAQUIN,6077,9,N,,N,,Y,37.899443,-121.18377,RCRA-IC-MN-1.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,18040002,180400510403,6077,95215,9,60770051311008,77.37,125.8,,Y,NNY,1,09/25/2019,270,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAP000218446 CAR000220046,"LQG, Other",92214 23622,1,269,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110043652320,,23622 92214,,09/25/2019,,,,,,,,Y
110057099562,CALIFORNIA HEALTH CARE FACILITY,7707 AUSTIN RD,STOCKTON,CA,95215,SAN JOAQUIN,6077,9,N,,N,,Y,37.899437,-121.183771,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,18040002,180400510403,6077,95215,9,60770051311008,77.37,125.8,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAC002965545 CAC003023465,Other,56299 335312,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110057099562,,56299 335312,,,,,,,,,,Y
110065719271,CALIFORNIA MEN'S COLONY WWTP,P.O. BOX 8101,SAN LUIS OBISPO,CA,93409,SAN LUIS OBISPO COUNTY,6079,9,N,,,,,35.31963,-120.69699,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNN,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,Y,N,N,N,N,,,,,,,,,,,,,,,N,,CAL047856,Minor,On,,,,,,,,,,,0,No Violation Identified,N,_____________,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110065719271,,,,,,,,,,,,N
110008268365,CALIFORNIA MENS COLONY,HIGHWAY 1,SAN LUIS OBISPO,CA,93409,SAN LUIS OBISPO,6079,9,N,,N,,,35.32624,-120.69681,MULT-NC-MJ-3.png,UNKNOWN,POINT WHERE SUBSTANCE IS RELEASED,17400,,18060006,180600060502,6079,93405,24,60790114001003,41.24,763.11,Y,Y,NYY,2,01/25/2018,878,1,07/13/2018,2,01/10/2020,0,,06/10/2015,238500,10,0,Violation Identified,N,SVVV__VVSSVV,N,Y,Y,Y,N,N,,,,,,,,,,,,,,,N,,CA0047856,Major,On,,9223,2,877,1,2,01/10/2020,0,06/10/2015,238500,11,Violation Identified,N,SSVVV__VVSSVV,20,,CAD981419351,LQG,92214,,,,,,,,,0,No Violation Identified,N,____________,CA4010830,Community water system,,,No Violation Identified,N,,,,,,09-2004-0185 09-2009-1534 CA-2009-1070 CA-2009-1071 CA-2009-1118 CA-2010-1035 CA-2011-1110 CA-2011-1131 CA-2013-1032 CA-2014-1011 CA-2015-1049 CA-CFEA429864 CA-CFEA435027 CA-N00000742 CA-N00001198 CA-N00001199 CA-N00001200 CA-N00001201 CA-N00001202 CA-N00001208 CA-N00001209 CA-N00002359 CA-N00002711 CA-N00002764 CA-N00003573 CA-N00003574 CA-N00003575 CA-N00003576,,07/16/2009,,,,http://echo.epa.gov/detailed-facility-report?fid=110008268365,9223,922140 92214,,01/25/2018,07/16/2009,01/10/2020,,07/13/2018,,,,N
110069394453,CALIFORNIA PRISON INDUSTRY AUTHORITY,300 PRISON RD. REPRESA.CA,REPRESA,CA,95671,SACRAMENTO,6001,9,N,,,,,38.67104,-121.16914,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNY,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000407561,LQG,922140,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110069394453,,922140,,,,,,,,,,N
110069394453,CALIFORNIA PRISON INDUSTRY AUTHORITY,300 PRISON RD. REPRESA.CA,REPRESA,CA,95671,SACRAMENTO,6001,9,N,,,,,38.67104,-121.16914,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNY,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000407561,LQG,922140,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110069394453,,922140,,,,,,,,,,N
110069394453,CALIFORNIA PRISON INDUSTRY AUTHORITY,300 PRISON RD. REPRESA.CA,REPRESA,CA,95671,SACRAMENTO,6001,9,N,,,,,38.67104,-121.16914,no_ll.png,Zip Code Centroid,,10000,,,,,,,,,,,Y,NNY,0,,,0,,0,,0,,,,0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAL000407561,LQG,922140,,,,,,,,,0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110069394453,,922140,,,,,,,,,,N
110013158965,CALIFORNIA REHABILITATION CENTER - NORCO,5TH STREET & WESTERN (P.O. BOX 1841),NORCO,CA,92860,RIVERSIDE,6065,9,N,,N,,Y,33.930952,-117.576654,MULT-IC-MN-1.png,ADDRESS MATCHING-NEAREST INTERSECTION,PLANT ENTRANCE (GENERAL),1000,"San Manuel Band of Mission Indians, California - 24.9 mile(s), San Manuel Band of Mission Indians, California - 25 mile(s)",18070203,180702030804,6065,92860,42,60650466011000,64.344,2932.49,,Y,NNY,3,01/24/2020,149,0,06/18/2014,7,06/12/2019,0,,,,4,0,No Violation Identified,N,V___VV__V__U,N,N,Y,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,CAD981696552,LQG,92214,3,148,,,,,,,1,No Violation Identified,N,V___________,CA3310800,Community water system,,7,No Violation Identified,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110013158965,,92214 922140,,01/24/2020,,06/12/2019,,06/18/2014,,,,Y
